Customer ID,Age,Gender,Annual Income,Spending Score
3951,20,Female,132282.00,64
3952,56,Female,196386.00,88
3953,20,Female,98366.00,16
3954,20,Female,153841.00,59
3955,90,Female,110247.00,83
3956,52,Male,91009.00,89
3957,89,Male,188894.00,22
3958,54,Male,96484.00,5
3959,20,Female,59384.00,19
3960,38,Female,173923.00,55
3961,37,Male,61851.00,31
3962,75,Female,86566.00,8
3963,19,Female,58808.00,49
3964,86,Male,140891.00,51
3965,52,Female,120656.00,5
3966,23,Female,99386.00,81
3967,22,Male,41234.00,94
3968,46,Female,41662.00,59
3969,48,Female,49800.00,18
3970,76,Female,24709.00,60
3971,42,Female,157568.00,54
3972,65,Male,170242.00,83
3973,88,Female,176916.00,86
3974,74,Female,41069.00,33
3975,65,Male,171478.00,100
3976,30,Female,96382.00,27
3977,42,Female,118403.00,36
3978,87,Female,171292.00,14
3979,24,Female,145039.00,99
3980,34,Male,55135.00,98
3981,63,Female,179803.00,28
3982,32,Female,111167.00,35
3983,83,Female,36752.00,51
3984,46,Female,106482.00,34
3985,67,Female,62717.00,55
3986,70,Male,39347.00,96
3987,67,Female,105638.00,64
3988,68,Male,86403.00,27
3989,30,Female,35329.00,67
3990,34,Female,189397.00,49
3991,78,Female,100970.00,41
3992,90,Female,187044.00,67
3993,31,Female,173685.00,14
3994,53,Male,187471.00,15
3995,36,Male,190186.00,72
3996,87,Male,173899.00,41
3997,38,Male,46621.00,46
3998,21,Female,87985.00,81
3999,45,Female,59071.00,59
4000,62,Female,71258.00,89
4001,60,Female,36803.00,46
4002,37,Male,151560.00,77
4003,47,Male,50157.00,95
4004,42,Male,119926.00,19
4005,85,Female,138927.00,90
4006,80,Female,150500.00,70
4007,74,Female,119365.00,81
4008,55,Female,50390.00,97
4009,35,Male,117442.00,33
4010,72,Female,185281.00,22
4011,90,Male,22404.00,51
4012,75,Male,153498.00,92
4013,63,Male,79785.00,35
4014,36,Male,64153.00,46
4015,43,Female,29536.00,1
4016,65,Female,62316.00,30
4017,66,Female,165294.00,50
4018,53,Male,166203.00,97
4019,76,Female,104389.00,34
4020,61,Female,87586.00,41
4021,79,Male,175576.00,92
4022,26,Male,188458.00,83
4023,37,Female,181940.00,68
4024,88,Male,192737.00,47
4025,44,Male,135684.00,3
4026,81,Female,73387.00,3
4027,43,Male,151306.00,27
4028,42,Female,23990.00,63
4029,51,Female,194926.00,56
4030,33,Female,27486.00,50
4031,33,Female,128944.00,63
4032,22,Male,36422.00,55
4033,55,Female,154234.00,8
4034,47,Male,47559.00,70
4035,58,Female,182201.00,50
4036,88,Female,133049.00,16
4037,30,Female,139494.00,82
4038,30,Female,117896.00,1
4039,82,Female,113484.00,52
4040,70,Male,73664.00,93
4041,54,Female,160624.00,43
4042,31,Male,110888.00,77
4043,62,Male,31903.00,8
4044,54,Male,86123.00,31
4045,54,Male,168190.00,97
4046,43,Female,98369.00,62
4047,78,Female,164115.00,1
4048,89,Female,184962.00,63
4049,72,Male,110965.00,3
4050,51,Female,154496.00,58
4051,86,Male,116350.00,22
4052,68,Male,187641.00,75
4053,71,Male,96079.00,23
4054,47,Male,25500.00,27
4055,35,Female,151609.00,84
4056,18,Male,52474.00,28
4057,41,Female,23927.00,62
4058,45,Male,135370.00,71
4059,59,Male,184806.00,98
4060,72,Female,95231.00,1
4061,59,Female,193896.00,34
4062,58,Female,135561.00,89
4063,88,Male,80155.00,41
4064,47,Female,166807.00,21
4065,90,Male,197312.00,56
4066,26,Female,155760.00,96
4067,86,Female,147795.00,58
4068,21,Female,47994.00,74
4069,70,Female,38599.00,63
4070,87,Male,40832.00,26
4071,19,Female,41156.00,35
4072,42,Female,174547.00,60
4073,37,Male,149000.00,100
4074,71,Female,161860.00,52
4075,41,Female,25990.00,79
4076,33,Male,111360.00,83
4077,21,Female,109633.00,17
4078,49,Male,155667.00,100
4079,67,Female,109035.00,42
4080,67,Male,186580.00,76
4081,90,Male,169562.00,58
4082,18,Female,182836.00,74
4083,47,Male,132443.00,84
4084,81,Female,144966.00,19
4085,37,Female,49997.00,64
4086,28,Male,90005.00,19
4087,49,Female,146773.00,5
4088,80,Female,172268.00,57
4089,50,Male,84102.00,67
4090,82,Male,176073.00,73
4091,81,Female,179600.00,11
4092,81,Female,59089.00,97
4093,58,Male,189470.00,54
4094,85,Female,149588.00,78
4095,18,Female,97711.00,73
4096,62,Male,41646.00,69
4097,65,Female,196423.00,46
4098,29,Female,157989.00,56
4099,24,Female,145388.00,17
4100,36,Female,56886.00,99
4101,66,Female,195960.00,68
4102,63,Male,176809.00,15
4103,56,Male,97396.00,96
4104,48,Female,31536.00,55
4105,18,Female,150276.00,70
4106,38,Female,137292.00,45
4107,69,Female,175644.00,20
4108,22,Female,70141.00,60
4109,55,Female,125051.00,11
4110,64,Female,149382.00,2
4111,50,Female,45351.00,29
4112,71,Male,124488.00,42
4113,27,Male,76976.00,4
4114,54,Male,91736.00,12
4115,68,Female,178734.00,61
4116,89,Female,98404.00,66
4117,71,Male,45477.00,78
4118,77,Female,159979.00,59
4119,47,Male,132117.00,36
4120,46,Male,198445.00,14
4121,74,Female,111587.00,21
4122,55,Male,67413.00,94
4123,23,Male,101684.00,40
4124,28,Female,117463.00,79
4125,25,Female,78656.00,29
4126,62,Female,193367.00,58
4127,50,Male,160764.00,61
4128,83,Female,96168.00,17
4129,29,Male,34530.00,99
4130,30,Female,129537.00,62
4131,59,Male,190989.00,91
4132,58,Male,54618.00,34
4133,52,Female,146520.00,79
4134,79,Female,92771.00,49
4135,90,Male,112244.00,92
4136,30,Female,61249.00,76
4137,57,Female,24876.00,35
4138,83,Female,160302.00,69
4139,44,Female,92913.00,49
4140,89,Female,42887.00,59
4141,83,Female,57385.00,22
4142,53,Female,88225.00,76
4143,29,Male,145532.00,5
4144,27,Female,156127.00,56
4145,36,Female,44116.00,78
4146,71,Male,114072.00,80
4147,48,Female,75110.00,100
4148,69,Female,146283.00,63
4149,50,Female,21399.00,3
4150,79,Male,142483.00,66
4151,37,Male,149552.00,19
4152,61,Male,29919.00,56
4153,38,Male,194055.00,18
4154,27,Female,125297.00,81
4155,74,Female,173057.00,77
4156,23,Female,115820.00,76
4157,88,Female,27301.00,27
4158,71,Male,76483.00,8
4159,89,Female,68531.00,5
4160,51,Male,96795.00,93
4161,39,Female,39990.00,4
4162,87,Male,25623.00,75
4163,43,Male,93081.00,77
4164,23,Male,48219.00,42
4165,50,Male,44117.00,48
4166,33,Male,189782.00,79
4167,55,Female,177366.00,91
4168,26,Female,107765.00,99
4169,45,Male,65328.00,47
4170,54,Male,46042.00,14
4171,28,Male,121122.00,57
4172,18,Male,152260.00,13
4173,69,Female,133594.00,53
4174,23,Male,86973.00,69
4175,45,Female,153939.00,31
4176,75,Male,117615.00,81
4177,19,Male,110430.00,64
4178,71,Male,125320.00,35
4179,86,Female,23178.00,80
4180,85,Female,81196.00,44
4181,36,Male,22155.00,10
4182,50,Female,39320.00,34
4183,81,Female,53286.00,32
4184,25,Female,112577.00,13
4185,25,Male,33184.00,30
4186,85,Female,125608.00,79
4187,21,Female,149589.00,44
4188,48,Female,167585.00,27
4189,48,Female,111534.00,61
4190,54,Male,164655.00,17
4191,46,Female,93061.00,20
4192,59,Female,43250.00,40
4193,68,Male,183399.00,12
4194,39,Female,168737.00,82
4195,31,Female,184991.00,19
4196,76,Male,22148.00,14
4197,69,Male,188363.00,22
4198,79,Female,23962.00,43
4199,82,Female,29126.00,86
4200,65,Male,34978.00,76
4201,48,Male,198395.00,42
4202,23,Female,70889.00,71
4203,29,Female,98705.00,64
4204,85,Female,137115.00,20
4205,37,Female,160406.00,93
4206,89,Female,98075.00,33
4207,44,Female,113260.00,28
4208,75,Male,187096.00,42
4209,74,Male,28763.00,71
4210,89,Female,25087.00,25
4211,52,Male,172373.00,3
4212,70,Male,70813.00,64
4213,73,Female,128719.00,39
4214,74,Male,117265.00,92
4215,54,Female,133866.00,57
4216,22,Female,175014.00,55
4217,23,Male,98802.00,65
4218,60,Male,141640.00,93
4219,69,Male,67323.00,96
4220,28,Male,113061.00,78
4221,69,Female,95824.00,38
4222,48,Female,123152.00,41
4223,89,Female,97696.00,12
4224,31,Female,28385.00,60
4225,87,Female,199070.00,3
4226,45,Male,112804.00,57
4227,88,Female,37037.00,94
4228,74,Male,39397.00,9
4229,82,Male,66052.00,28
4230,80,Female,80283.00,81
4231,39,Male,92169.00,34
4232,28,Male,20859.00,45
4233,37,Female,144999.00,26
4234,56,Female,96999.00,83
4235,43,Female,139733.00,77
4236,18,Male,32786.00,4
4237,86,Male,137215.00,10
4238,57,Female,155103.00,73
4239,65,Male,94107.00,63
4240,58,Female,135343.00,88
4241,60,Male,37753.00,22
4242,78,Female,71989.00,19
4243,29,Female,172954.00,33
4244,82,Female,24895.00,85
4245,44,Female,186198.00,23
4246,90,Female,109271.00,65
4247,63,Male,74553.00,30
4248,73,Male,191889.00,100
4249,45,Male,59624.00,64
4250,25,Male,103982.00,55
4251,44,Female,57588.00,14
4252,21,Female,60047.00,39
4253,79,Female,29209.00,51
4254,88,Male,63758.00,82
4255,23,Female,44672.00,88
4256,44,Female,179507.00,88
4257,30,Female,57237.00,23
4258,39,Male,53716.00,31
4259,51,Male,199540.00,64
4260,43,Male,27643.00,56
4261,53,Female,34337.00,91
4262,82,Male,196114.00,48
4263,55,Male,67198.00,31
4264,86,Male,196756.00,5
4265,70,Female,123170.00,11
4266,73,Female,29477.00,44
4267,19,Male,183327.00,29
4268,62,Female,170520.00,90
4269,55,Male,88747.00,47
4270,51,Female,170897.00,94
4271,66,Male,25442.00,39
4272,23,Female,195494.00,15
4273,87,Male,82684.00,90
4274,38,Female,122624.00,54
4275,51,Male,195036.00,34
4276,83,Male,183369.00,44
4277,71,Female,107708.00,58
4278,81,Male,74960.00,5
4279,50,Male,98129.00,52
4280,71,Male,37801.00,21
4281,25,Female,184111.00,42
4282,79,Female,176926.00,2
4283,36,Female,77248.00,51
4284,39,Male,57224.00,75
4285,86,Female,30718.00,100
4286,88,Male,59822.00,78
4287,57,Female,178635.00,70
4288,46,Male,173612.00,24
4289,78,Female,126182.00,21
4290,19,Male,62692.00,50
4291,35,Female,105050.00,92
4292,23,Female,195225.00,96
4293,20,Female,90718.00,75
4294,25,Female,95895.00,87
4295,72,Female,130429.00,1
4296,37,Female,143793.00,12
4297,40,Female,178757.00,58
4298,34,Female,81885.00,53
4299,43,Female,159120.00,93
4300,59,Male,62665.00,23
4301,76,Female,131186.00,65
4302,45,Female,83790.00,49
4303,41,Female,140699.00,75
4304,89,Female,109211.00,86
4305,64,Male,170505.00,32
4306,21,Male,88548.00,17
4307,41,Female,164841.00,75
4308,38,Female,66871.00,85
4309,58,Male,188669.00,9
4310,29,Male,111284.00,29
4311,44,Female,113243.00,58
4312,46,Male,62125.00,3
4313,72,Male,145564.00,49
4314,63,Male,175391.00,68
4315,27,Male,137158.00,73
4316,18,Female,168998.00,48
4317,50,Male,157466.00,100
4318,58,Male,147471.00,3
4319,82,Female,23624.00,90
4320,56,Female,37718.00,55
4321,56,Male,193105.00,81
4322,86,Male,118673.00,75
4323,90,Male,197140.00,35
4324,70,Female,97831.00,30
4325,89,Female,144452.00,64
4326,48,Female,169584.00,52
4327,47,Male,119353.00,53
4328,44,Male,133713.00,44
4329,73,Male,167553.00,44
4330,27,Female,113815.00,24
4331,77,Female,109642.00,1
4332,55,Male,89345.00,38
4333,43,Female,77300.00,81
4334,84,Male,87892.00,51
4335,26,Female,100489.00,11
4336,77,Male,169901.00,42
4337,58,Female,155674.00,64
4338,45,Female,138700.00,85
4339,45,Male,176737.00,9
4340,50,Female,43731.00,26
4341,33,Male,196473.00,56
4342,78,Male,169890.00,47
4343,65,Female,77696.00,74
4344,79,Male,52788.00,17
4345,48,Male,158263.00,14
4346,88,Male,67350.00,26
4347,61,Male,120338.00,54
4348,44,Female,188542.00,77
4349,34,Female,75665.00,21
4350,38,Female,190038.00,40
4351,75,Male,94826.00,22
4352,18,Female,39706.00,52
4353,36,Male,148986.00,83
4354,21,Male,73499.00,93
4355,60,Female,148427.00,20
4356,86,Male,20367.00,41
4357,40,Female,131652.00,91
4358,83,Female,53030.00,80
4359,76,Male,196497.00,19
4360,19,Male,182394.00,88
4361,24,Male,187756.00,52
4362,41,Male,145307.00,26
4363,67,Male,145292.00,62
4364,68,Female,177663.00,23
4365,59,Male,116324.00,100
4366,79,Female,135158.00,66
4367,75,Female,26876.00,52
4368,65,Male,84206.00,98
4369,42,Female,171671.00,20
4370,78,Female,48877.00,71
4371,53,Female,106267.00,43
4372,72,Female,83133.00,29
4373,33,Male,109882.00,90
4374,63,Female,163949.00,48
4375,22,Male,173057.00,95
4376,56,Female,68028.00,9
4377,68,Male,27551.00,78
4378,53,Male,53828.00,17
4379,53,Female,113496.00,4
4380,56,Male,37165.00,90
4381,24,Female,29176.00,87
4382,86,Female,159995.00,25
4383,82,Male,96254.00,36
4384,55,Male,118524.00,35
4385,23,Female,137847.00,70
4386,30,Male,90332.00,9
4387,64,Male,162276.00,45
4388,75,Male,37053.00,96
4389,83,Female,57511.00,57
4390,84,Male,188514.00,52
4391,34,Female,103243.00,94
4392,20,Female,164068.00,15
4393,49,Female,190610.00,7
4394,77,Male,94757.00,48
4395,52,Female,92926.00,6
4396,18,Male,96028.00,76
4397,62,Female,155428.00,81
4398,64,Female,165306.00,93
4399,21,Male,179719.00,8
4400,31,Female,92593.00,82
4401,64,Female,156475.00,59
4402,31,Female,101506.00,59
4403,30,Female,126846.00,77
4404,80,Female,104540.00,80
4405,55,Female,165332.00,92
4406,25,Female,156599.00,14
4407,32,Female,76868.00,81
4408,87,Male,28007.00,91
4409,89,Female,68635.00,3
4410,25,Female,188784.00,44
4411,63,Male,150714.00,18
4412,19,Male,153793.00,68
4413,69,Female,84036.00,74
4414,90,Female,24141.00,82
4415,90,Female,187055.00,46
4416,38,Male,176170.00,88
4417,52,Female,61569.00,87
4418,59,Male,179314.00,57
4419,51,Female,27849.00,16
4420,25,Male,178079.00,44
4421,85,Female,44920.00,4
4422,67,Male,156630.00,79
4423,31,Male,53273.00,96
4424,60,Male,142123.00,81
4425,21,Male,63824.00,78
4426,85,Male,62152.00,9
4427,20,Male,188379.00,43
4428,78,Female,155183.00,73
4429,67,Male,66006.00,73
4430,24,Female,66141.00,48
4431,83,Male,77996.00,84
4432,84,Female,72895.00,82
4433,60,Male,180343.00,36
4434,35,Female,78300.00,65
4435,87,Female,116747.00,60
4436,34,Female,186138.00,24
4437,32,Male,132762.00,84
4438,66,Male,125170.00,49
4439,66,Male,134453.00,25
4440,89,Male,166749.00,41
4441,38,Male,92407.00,59
4442,50,Male,120912.00,64
4443,42,Female,38957.00,72
4444,29,Male,145488.00,90
4445,79,Female,120072.00,84
4446,22,Female,148402.00,26
4447,90,Female,118293.00,1
4448,21,Female,152598.00,55
4449,35,Male,113673.00,100
4450,50,Female,195210.00,46
4451,33,Female,142281.00,17
4452,24,Male,53101.00,9
4453,38,Female,121078.00,8
4454,32,Female,37599.00,87
4455,67,Female,111626.00,49
4456,88,Female,182816.00,81
4457,43,Male,165259.00,38
4458,18,Female,37113.00,57
4459,57,Male,53126.00,92
4460,73,Male,45519.00,77
4461,75,Male,50834.00,14
4462,44,Male,32417.00,2
4463,26,Female,93896.00,58
4464,62,Female,48610.00,91
4465,69,Male,108965.00,91
4466,62,Female,155367.00,37
4467,79,Female,192106.00,66
4468,21,Male,84817.00,95
4469,30,Male,89268.00,6
4470,52,Female,75279.00,65
4471,41,Male,119806.00,17
4472,72,Male,92930.00,72
4473,78,Female,136822.00,33
4474,60,Female,130388.00,25
4475,58,Female,144006.00,41
4476,46,Female,39034.00,39
4477,34,Female,115238.00,91
4478,79,Male,72784.00,63
4479,44,Male,155165.00,71
4480,79,Male,25787.00,93
4481,84,Female,119028.00,12
4482,31,Male,135603.00,55
4483,68,Female,183505.00,46
4484,30,Female,21969.00,26
4485,82,Male,115237.00,14
4486,32,Female,32101.00,96
4487,73,Male,130627.00,81
4488,71,Male,22412.00,100
4489,90,Male,149207.00,61
4490,38,Male,85765.00,59
4491,87,Male,193476.00,88
4492,72,Male,191005.00,12
4493,49,Male,151751.00,88
4494,24,Female,139031.00,52
4495,79,Female,131941.00,14
4496,45,Female,89157.00,70
4497,89,Female,198252.00,77
4498,51,Female,120437.00,3
4499,42,Female,140330.00,9
4500,33,Male,57209.00,32
4501,42,Female,106261.00,40
4502,61,Female,67375.00,66
4503,21,Male,175011.00,54
4504,21,Male,182021.00,11
4505,50,Male,146849.00,25
4506,63,Female,118705.00,85
4507,70,Male,163535.00,95
4508,83,Female,87367.00,67
4509,51,Male,96458.00,22
4510,20,Male,91685.00,10
4511,59,Female,42039.00,26
4512,40,Male,127737.00,12
4513,74,Male,194539.00,81
4514,40,Male,152822.00,65
4515,72,Male,195104.00,23
4516,44,Male,27788.00,15
4517,83,Male,128091.00,74
4518,44,Male,166976.00,59
4519,22,Male,171656.00,92
4520,39,Male,143668.00,90
4521,62,Male,153884.00,74
4522,78,Male,117116.00,47
4523,52,Female,142234.00,33
4524,24,Male,20026.00,60
4525,32,Female,143755.00,56
4526,18,Male,63246.00,68
4527,20,Female,160676.00,79
4528,34,Female,77401.00,27
4529,86,Male,197577.00,16
4530,54,Male,127967.00,36
4531,67,Male,70531.00,15
4532,54,Female,76222.00,79
4533,77,Female,188027.00,82
4534,79,Female,129447.00,17
4535,24,Male,77592.00,37
4536,89,Female,103601.00,38
4537,77,Female,61071.00,16
4538,85,Female,39275.00,95
4539,37,Female,126192.00,67
4540,26,Female,90805.00,67
4541,51,Male,128859.00,20
4542,22,Male,87507.00,3
4543,32,Female,90962.00,91
4544,31,Female,139838.00,88
4545,42,Male,150043.00,69
4546,18,Male,171868.00,95
4547,77,Female,185057.00,98
4548,83,Female,72073.00,20
4549,67,Male,151492.00,69
4550,47,Female,60792.00,79
4551,46,Male,116392.00,92
4552,61,Female,155498.00,82
4553,78,Male,88742.00,33
4554,78,Female,38056.00,21
4555,67,Female,111918.00,23
4556,18,Female,133434.00,8
4557,61,Male,175113.00,36
4558,47,Male,110661.00,31
4559,64,Female,49405.00,97
4560,49,Male,89964.00,10
4561,85,Female,59481.00,46
4562,82,Male,132057.00,12
4563,46,Male,155922.00,86
4564,23,Male,168057.00,13
4565,72,Male,182599.00,80
4566,78,Female,33358.00,44
4567,42,Male,39919.00,33
4568,71,Female,98489.00,93
4569,19,Male,50425.00,4
4570,60,Female,158062.00,92
4571,30,Male,124233.00,43
4572,65,Male,67252.00,65
4573,83,Female,153609.00,16
4574,33,Male,27062.00,95
4575,37,Male,122064.00,49
4576,63,Female,146967.00,59
4577,82,Male,65665.00,21
4578,19,Male,34054.00,74
4579,78,Female,88937.00,60
4580,88,Male,134197.00,24
4581,62,Female,34325.00,3
4582,42,Male,138545.00,35
4583,69,Female,123136.00,35
4584,59,Male,60468.00,20
4585,62,Female,163073.00,22
4586,29,Female,87548.00,1
4587,49,Male,191629.00,81
4588,74,Male,170243.00,40
4589,57,Male,183870.00,14
4590,69,Female,167470.00,24
4591,47,Female,133448.00,74
4592,24,Male,114340.00,29
4593,22,Male,165070.00,57
4594,25,Male,66762.00,14
4595,86,Female,184844.00,67
4596,62,Male,91478.00,75
4597,43,Female,146764.00,61
4598,68,Female,35105.00,3
4599,51,Female,47082.00,34
4600,40,Female,138943.00,51
4601,28,Female,181957.00,33
4602,87,Male,149886.00,28
4603,51,Male,189855.00,53
4604,45,Male,92399.00,54
4605,47,Female,157226.00,39
4606,65,Female,53578.00,38
4607,79,Female,139904.00,21
4608,39,Female,34988.00,53
4609,86,Male,88935.00,24
4610,85,Male,185863.00,25
4611,79,Female,77675.00,11
4612,45,Female,21120.00,73
4613,83,Male,78803.00,96
4614,62,Female,36232.00,49
4615,70,Male,21416.00,50
4616,48,Male,76637.00,94
4617,65,Male,108649.00,1
4618,40,Male,92677.00,87
4619,87,Female,65959.00,40
4620,63,Male,78500.00,67
4621,37,Female,178614.00,43
4622,36,Male,109364.00,3
4623,78,Female,20895.00,17
4624,85,Male,92571.00,22
4625,42,Male,153754.00,6
4626,65,Female,88674.00,29
4627,43,Male,171199.00,28
4628,57,Male,30100.00,3
4629,32,Male,152904.00,90
4630,90,Female,65726.00,87
4631,26,Male,155839.00,59
4632,70,Female,60936.00,15
4633,90,Female,54803.00,8
4634,50,Female,64767.00,24
4635,28,Female,195815.00,26
4636,64,Male,128861.00,19
4637,38,Male,102107.00,77
4638,84,Female,117908.00,65
4639,84,Female,69528.00,3
4640,72,Male,128390.00,33
4641,36,Female,134279.00,19
4642,62,Male,41793.00,62
4643,57,Female,39270.00,63
4644,50,Female,127482.00,33
4645,65,Female,52721.00,63
4646,82,Female,36272.00,42
4647,47,Male,118790.00,58
4648,20,Female,126932.00,100
4649,24,Female,153939.00,69
4650,36,Female,183600.00,94
4651,69,Male,60244.00,53
4652,29,Male,171852.00,54
4653,23,Female,168712.00,9
4654,77,Male,110848.00,73
4655,47,Female,64428.00,54
4656,45,Female,149856.00,64
4657,22,Female,75872.00,4
4658,70,Female,199375.00,52
4659,26,Male,77308.00,63
4660,87,Female,133949.00,43
4661,81,Female,157229.00,80
4662,42,Male,190190.00,90
4663,55,Female,23714.00,32
4664,50,Male,35162.00,45
4665,80,Male,57600.00,60
4666,46,Male,150864.00,42
4667,37,Male,178854.00,56
4668,19,Female,133719.00,91
4669,54,Female,173500.00,35
4670,85,Female,116362.00,71
4671,19,Female,43405.00,7
4672,89,Male,184818.00,59
4673,86,Female,162032.00,100
4674,58,Male,69914.00,27
4675,84,Female,197577.00,88
4676,73,Female,148812.00,22
4677,35,Female,50167.00,71
4678,40,Male,71718.00,25
4679,58,Male,122586.00,48
4680,80,Male,191221.00,1
4681,64,Male,185947.00,41
4682,78,Male,145480.00,75
4683,39,Male,117959.00,56
4684,77,Female,45973.00,61
4685,20,Female,121981.00,88
4686,80,Female,130610.00,5
4687,37,Female,38115.00,2
4688,48,Male,54314.00,73
4689,71,Male,60186.00,27
4690,43,Male,123717.00,42
4691,84,Male,178866.00,36
4692,76,Female,52792.00,24
4693,43,Female,157587.00,82
4694,50,Female,183806.00,98
4695,21,Male,41548.00,70
4696,28,Male,106930.00,51
4697,51,Male,44627.00,20
4698,64,Male,74069.00,34
4699,41,Male,136407.00,52
4700,21,Female,61801.00,29
4701,61,Female,121453.00,5
4702,38,Female,39535.00,52
4703,23,Male,52568.00,7
4704,45,Female,189817.00,15
4705,34,Male,35191.00,93
4706,18,Male,47694.00,17
4707,66,Female,78476.00,64
4708,29,Female,114252.00,55
4709,54,Female,180926.00,21
4710,87,Male,48004.00,72
4711,47,Male,117548.00,22
4712,69,Female,120863.00,56
4713,31,Female,166091.00,48
4714,45,Female,25111.00,54
4715,48,Female,169492.00,64
4716,49,Male,156693.00,69
4717,58,Female,34333.00,34
4718,46,Female,31543.00,28
4719,89,Female,25875.00,26
4720,51,Female,90904.00,21
4721,19,Male,56279.00,93
4722,39,Male,136139.00,24
4723,72,Female,73784.00,33
4724,80,Female,72858.00,60
4725,69,Female,44052.00,29
4726,36,Female,49206.00,66
4727,24,Female,147781.00,100
4728,69,Female,182159.00,65
4729,82,Female,33489.00,55
4730,66,Male,188928.00,61
4731,56,Female,25773.00,25
4732,85,Male,198971.00,13
4733,68,Female,176364.00,25
4734,53,Male,171195.00,87
4735,61,Male,51732.00,84
4736,82,Female,43516.00,11
4737,43,Male,187893.00,27
4738,53,Female,132353.00,58
4739,62,Female,36644.00,45
4740,31,Male,146830.00,51
4741,69,Male,133637.00,11
4742,35,Female,112981.00,72
4743,67,Male,28146.00,100
4744,29,Male,64520.00,22
4745,57,Female,24860.00,57
4746,83,Male,196495.00,15
4747,21,Male,41085.00,46
4748,79,Male,142798.00,39
4749,30,Male,190791.00,13
4750,69,Male,127189.00,89
4751,63,Male,180819.00,39
4752,70,Female,185367.00,69
4753,24,Female,167055.00,22
4754,44,Male,128538.00,79
4755,79,Male,113974.00,11
4756,60,Female,34808.00,89
4757,90,Male,154969.00,61
4758,41,Male,178534.00,92
4759,73,Male,35515.00,65
4760,83,Male,61689.00,7
4761,65,Female,122104.00,42
4762,78,Male,188556.00,18
4763,52,Male,168189.00,27
4764,64,Male,58171.00,8
4765,42,Male,69347.00,59
4766,63,Female,180254.00,14
4767,38,Female,87274.00,66
4768,84,Male,169056.00,96
4769,89,Male,119554.00,85
4770,31,Female,27639.00,14
4771,44,Female,54231.00,79
4772,47,Female,95601.00,89
4773,56,Male,117356.00,39
4774,40,Female,181526.00,55
4775,53,Female,145689.00,37
4776,23,Male,70705.00,21
4777,36,Female,144991.00,34
4778,18,Female,150978.00,45
4779,47,Male,147362.00,90
4780,60,Female,21441.00,29
4781,64,Female,80514.00,8
4782,80,Male,86719.00,56
4783,21,Male,166481.00,18
4784,85,Female,127834.00,99
4785,32,Female,79382.00,18
4786,79,Male,63302.00,39
4787,36,Female,86262.00,79
4788,54,Female,131333.00,77
4789,53,Male,181089.00,93
4790,66,Male,68055.00,75
4791,40,Female,45047.00,80
4792,53,Male,142230.00,87
4793,68,Male,123077.00,82
4794,56,Female,100638.00,13
4795,64,Female,87969.00,24
4796,35,Female,168770.00,83
4797,64,Female,166360.00,40
4798,54,Male,62459.00,69
4799,52,Male,54904.00,47
4800,73,Female,117314.00,7
4801,64,Male,111075.00,98
4802,23,Female,161090.00,6
4803,81,Male,96670.00,16
4804,88,Female,61898.00,56
4805,21,Female,37921.00,46
4806,70,Male,27402.00,68
4807,44,Male,32642.00,3
4808,74,Male,84453.00,12
4809,28,Female,71174.00,15
4810,46,Male,89088.00,54
4811,61,Female,60457.00,55
4812,90,Female,124884.00,18
4813,81,Female,176130.00,35
4814,25,Male,168864.00,6
4815,36,Male,101200.00,66
4816,18,Female,62820.00,90
4817,64,Male,101123.00,20
4818,74,Male,148827.00,100
4819,39,Male,70277.00,75
4820,48,Female,58049.00,32
4821,57,Male,194861.00,59
4822,86,Male,41545.00,77
4823,60,Male,85106.00,16
4824,68,Female,156840.00,58
4825,70,Female,191676.00,100
4826,74,Male,189400.00,61
4827,73,Male,35680.00,24
4828,26,Male,174939.00,11
4829,85,Female,47416.00,5
4830,90,Male,99030.00,54
4831,63,Female,162740.00,98
4832,37,Female,36869.00,64
4833,23,Male,51281.00,23
4834,31,Male,46379.00,54
4835,85,Male,190209.00,31
4836,67,Female,126435.00,41
4837,51,Female,83434.00,83
4838,39,Male,22302.00,30
4839,21,Male,35279.00,78
4840,26,Female,167553.00,14
4841,90,Female,86980.00,47
4842,53,Female,35965.00,96
4843,23,Female,158737.00,50
4844,64,Female,20790.00,26
4845,69,Female,79025.00,75
4846,19,Male,47715.00,80
4847,25,Female,28054.00,81
4848,85,Female,185856.00,51
4849,55,Male,27583.00,93
4850,64,Male,99977.00,32
4851,22,Female,98358.00,57
4852,63,Female,39757.00,51
4853,61,Male,185593.00,62
4854,78,Male,25999.00,56
4855,20,Male,117979.00,43
4856,51,Male,134953.00,91
4857,43,Female,164350.00,71
4858,80,Male,91407.00,70
4859,52,Male,81644.00,71
4860,38,Male,188302.00,51
4861,74,Female,107686.00,78
4862,76,Female,173331.00,56
4863,40,Male,64387.00,2
4864,86,Male,32984.00,17
4865,22,Male,40022.00,51
4866,41,Female,170275.00,37
4867,35,Male,44682.00,52
4868,26,Female,159629.00,52
4869,84,Male,129494.00,94
4870,73,Female,36251.00,22
4871,36,Female,155936.00,6
4872,42,Male,22084.00,88
4873,40,Female,160682.00,47
4874,72,Male,134799.00,30
4875,43,Female,76676.00,81
4876,49,Male,190582.00,58
4877,82,Male,131353.00,23
4878,60,Male,187287.00,91
4879,34,Female,171141.00,4
4880,33,Female,199666.00,67
4881,72,Male,114215.00,48
